source	target	weight	kind	origin
learning method	kernel regression	100.0	seed	label
learning method	large margin classifier	100.0	seed	label
learning method	lasso regression	100.0	seed	label
learning method	latent dirichlet allocation	100.0	seed	label
learning method	linear classifier	100.0	seed	label
learning method	linear regression	100.0	seed	label
learning method	logistic regression	100.0	seed	label
learning method	machine learning algorithm	100.0	seed	label
learning method	misclassification error	100.0	seed	label
learning method	mixture model	100.0	seed	label
learning method	model complexity	100.0	seed	label
learning method	model parameters	100.0	seed	label
learning method	model selection	100.0	seed	label
learning method	multi-class classification	100.0	seed	label
learning method	nearest neighbor search	100.0	seed	label
learning method	neural network	100.0	seed	label
learning method	neural network learning	100.0	seed	label
learning method	online learning	100.0	seed	label
learning method	pedestrian detection	100.0	seed	label
learning method	polynomial regression	100.0	seed	label
learning method	regression model	100.0	seed	label
learning method	regularized linear regression	100.0	seed	label
learning method	regularized logistic regression	100.0	seed	label
learning method	sentiment analysis	100.0	seed	label
learning method	sentiment classifier	100.0	seed	label
learning method	stochastic gradient algorithm	100.0	seed	label
learning method	supervised learning	100.0	seed	label
learning method	support vector machine	100.0	seed	label
learning method	svm optimization	100.0	seed	label
learning method	unsupervised learning	100.0	seed	label
learning method	weak classifier	100.0	seed	label
learning problem	anomaly detection	100.0	seed	label
learning problem	batch gradient descent	100.0	seed	label
learning problem	bayesian inference	100.0	seed	label
learning problem	bias problem	100.0	seed	label
learning problem	bias variance trade-off	100.0	seed	label
learning problem	boosting algorithm	100.0	seed	label
learning problem	character recognition	100.0	seed	label
learning problem	character segmentation	100.0	seed	label
learning problem	classification accuracy	100.0	seed	label
learning problem	classification approach	100.0	seed	label
learning problem	classification problem	100.0	seed	label
learning problem	clustering algorithm	100.0	seed	label
learning problem	collaborative filtering	100.0	seed	label
learning problem	cross validation	100.0	seed	label
learning problem	cross validation error	100.0	seed	label
learning problem	decision boundaries	100.0	seed	label
learning problem	decision tree	100.0	seed	label
learning problem	deep features	100.0	seed	label
learning problem	deep learning	100.0	seed	label
learning problem	document retrieval	100.0	seed	label
learning problem	f1 score	100.0	seed	label
learning problem	face detection	100.0	seed	label
learning problem	false negative	100.0	seed	label
learning problem	false positives	100.0	seed	label
learning problem	feature engineering	100.0	seed	label
learning problem	feature extraction	100.0	seed	label
learning problem	feature scaling	100.0	seed	label
learning problem	feature selection	100.0	seed	label
learning problem	feature space	100.0	seed	label
learning problem	feature vector	100.0	seed	label
learning problem	features	100.0	seed	label
learning problem	hypothesis	100.0	seed	label
learning problem	image classification	100.0	seed	label
learning problem	image retrieval	100.0	seed	label
learning problem	input space	100.0	seed	label
learning problem	k means	100.0	seed	label
learning problem	latent dirichlet allocation	100.0	seed	label
learning problem	learning curve	100.0	seed	label
learning problem	learning method	100.0	seed	label
learning problem	learning system	100.0	seed	label
learning problem	linear classifier	100.0	seed	label
learning problem	linear regression	100.0	seed	label
learning problem	logistic regression	100.0	seed	label
learning problem	machine learning	100.0	seed	label
learning problem	machine learning algorithm	100.0	seed	label
learning problem	machine learning application	100.0	seed	label
learning problem	machine learning system	100.0	seed	label
learning problem	massive training set	100.0	seed	label
learning problem	mixture model	100.0	seed	label
learning problem	model selection	100.0	seed	label
learning problem	multi-class classification	100.0	seed	label
learning problem	nearest neighbor search	100.0	seed	label
learning problem	neural network	100.0	seed	label
learning problem	normal equation	100.0	seed	label
learning problem	online learning	100.0	seed	label
learning problem	photo ocr	100.0	seed	label
learning problem	probabilistic model	100.0	seed	label
learning problem	recommender system	100.0	seed	label
learning problem	regression model	100.0	seed	label
learning problem	regression problem	100.0	seed	label
learning problem	spam filtering	100.0	seed	label
learning problem	stochastic gradient algorithm	100.0	seed	label
learning problem	supervised learning	100.0	seed	label
learning problem	support vector machine	100.0	seed	label
learning problem	svm optimization	100.0	seed	label
learning problem	test data	100.0	seed	label
learning problem	test data set	100.0	seed	label
learning problem	training data	100.0	seed	label
learning problem	training data set	100.0	seed	label
learning problem	unsupervised learning	100.0	seed	label
learning problem	validation set	100.0	seed	label
learning problem	variance problem	100.0	seed	label
learning problem	weak classifier	100.0	seed	label
learning rate	back prop	100.0	seed	label
learning rate	convergence test	100.0	seed	label
learning rate	neural network	100.0	seed	label
learning rate	online learning	100.0	seed	label
learning rate	stochastic gradient algorithm	100.0	seed	label
learning system	anomaly detection	100.0	seed	label
learning system	bias problem	100.0	seed	label
learning system	bias variance trade-off	100.0	seed	label
learning system	character recognition	100.0	seed	label
learning system	character segmentation	100.0	seed	label
learning system	face detection	100.0	seed	label
learning system	features	100.0	seed	label
learning system	k means	100.0	seed	label
learning system	learning method	100.0	seed	label
learning system	linear classifier	100.0	seed	label
learning system	linear regression	100.0	seed	label
learning system	logistic regression	100.0	seed	label
learning system	multi-class classification	100.0	seed	label
learning system	neural network	100.0	seed	label
learning system	photo ocr	100.0	seed	label
learning system	recommender system	100.0	seed	label
learning system	spam filtering	100.0	seed	label
learning system	svm packages	100.0	seed	label
least squares	mean square error	150.0	seed	wiki_label
least squares	squared error	100.0	seed	label
least squares	standard least squares	100.0	seed	label
likelihood function	log likelihood	100.0	seed	label
likelihood function	maximum likelihood	150.0	seed	wiki_label
linear algebra	batch gradient descent	100.0	seed	label
linear algebra	collaborative filtering	150.0	seed	wiki_label
linear algebra	dimensionality reduction	100.0	seed	label
linear algebra	error cost function	100.0	seed	label
linear algebra	gradient descent	150.0	seed	wiki_label
linear algebra	identity matrics	150.0	seed	wiki_label
linear algebra	inner product	150.0	seed	wiki_label
linear algebra	linear regression	150.0	seed	wiki_label
linear algebra	logistic regression	150.0	seed	wiki_label
linear algebra	matrix factorization	100.0	seed	label
linear algebra	matrix multiplication	150.0	seed	wiki_label
linear algebra	matrix transpose	100.0	seed	label
linear algebra	matrix vector multiplication	100.0	seed	label
linear algebra	multi-class classification	150.0	seed	wiki_label
linear algebra	normal equation	100.0	seed	label
linear algebra	optimization algorithms	100.0	seed	label
linear algebra	parameter estimation	100.0	seed	label
linear algebra	partial derivative	150.0	seed	wiki_label
linear algebra	pca algorithm	100.0	seed	label
linear algebra	principle components	100.0	seed	label
linear algebra	regularization	100.0	seed	label
linear algebra	regularized linear regression	100.0	seed	label
linear algebra	square matrix	100.0	seed	label
linear algebra	square projection error	100.0	seed	label
linear algebra	stochastic gradient algorithm	150.0	seed	wiki_label
linear algebra	support vector machine	150.0	seed	wiki_label
linear algebra	symmetric matrix	150.0	seed	wiki_label
linear algebra	vector multiplication	100.0	seed	label
linear classifier	deep learning	150.0	seed	wiki_label
linear classifier	deep neural network	100.0	seed	label
linear classifier	generalized linear models	100.0	seed	label
linear classifier	large margin classifier	100.0	seed	label
linear classifier	linear kernel	100.0	seed	label
linear classifier	logistic regression	150.0	seed	wiki_label
linear classifier	multi-class classification	150.0	seed	wiki_label
linear classifier	neural network	150.0	seed	wiki_label
linear classifier	regularized logistic regression	100.0	seed	label
linear classifier	sentiment analysis	150.0	seed	wiki_label
linear classifier	support vector machine	150.0	seed	wiki_label
linear kernel	kernel function	100.0	seed	label
linear model	generalized linear models	100.0	seed	label
linear model	linear classifier	150.0	seed	wiki_label
linear model	linear regression	150.0	seed	wiki_label
linear model	logistic regression	150.0	seed	wiki_label
linear regression	back prop	100.0	seed	label
linear regression	generalized linear models	100.0	seed	label
linear regression	kernel regression	150.0	seed	wiki_label
linear regression	lasso regression	100.0	seed	label
linear regression	neural network	150.0	seed	wiki_label
linear regression	neural network learning	100.0	seed	label
linear regression	normal equation	100.0	seed	label
linear regression	polynomial regression	150.0	seed	wiki_label
linear regression	regularized linear regression	100.0	seed	label
local minimum	back prop	100.0	seed	label
local minimum	gradient checking	100.0	seed	label
local minimum	gradient descent	150.0	seed	wiki_label
local minimum	loss function	150.0	seed	wiki_label
local minimum	neural network learning	100.0	seed	label
local minimum	optimization algorithms	100.0	seed	label
local minimum	partial derivative	150.0	seed	wiki_label
local minimum	regularization	100.0	seed	label
local optima	back prop	100.0	seed	label
local optima	batch gradient descent	100.0	seed	label
local optima	coordinate descent	150.0	seed	wiki_label
local optima	gradient checking	100.0	seed	label
local optima	gradient descent	150.0	seed	wiki_label
local optima	k-means objective	100.0	seed	label
local optima	local minimum	150.0	seed	wiki_label
local optima	loss function	150.0	seed	wiki_label
local optima	neural network learning	100.0	seed	label
local optima	normal equation	100.0	seed	label
local optima	optimization algorithms	100.0	seed	label
local optima	optimization objective	100.0	seed	label
local optima	partial derivative	150.0	seed	wiki_label
local optima	regularization	100.0	seed	label
local optima	support vector machine	150.0	seed	wiki_label
local optima	svm optimization	100.0	seed	label
log likelihood	bayesian approach	100.0	seed	label
log likelihood	maximum likelihood	100.0	seed	label
log likelihood	maximum likelihood estimate	100.0	seed	label
logistic function	activation function	150.0	seed	wiki_label
logistic function	back prop	100.0	seed	label
logistic function	forward propagation	100.0	seed	label
logistic function	hidden unit	100.0	seed	label
logistic function	neural network	150.0	seed	wiki_label
logistic regression	back prop	100.0	seed	label
logistic regression	forward propagation	100.0	seed	label
logistic regression	generalized linear models	100.0	seed	label
logistic regression	large margin classifier	100.0	seed	label
logistic regression	multi-class classification	150.0	seed	wiki_label
logistic regression	neural network	150.0	seed	wiki_label
logistic regression	neural network learning	100.0	seed	label
logistic regression	regularized logistic regression	100.0	seed	label
logistic regression	support vector machine	150.0	seed	wiki_label
loss function	back prop	100.0	seed	label
loss function	batch gradient descent	100.0	seed	label
loss function	bias problem	100.0	seed	label
loss function	bias variance trade-off	100.0	seed	label
loss function	convergence test	100.0	seed	label
loss function	coordinate descent	150.0	seed	wiki_label
loss function	error cost function	100.0	seed	label
loss function	estimated parameters	100.0	seed	label
loss function	expectation maximization	100.0	seed	label
loss function	forward propagation	100.0	seed	label
loss function	generalization error	150.0	seed	wiki_label
loss function	latent dirichlet allocation	150.0	seed	wiki_label
loss function	linear regression	150.0	seed	wiki_label
loss function	logistic function	150.0	seed	wiki_label
loss function	neural network	150.0	seed	wiki_label
loss function	neural network learning	100.0	seed	label
loss function	normal equation	100.0	seed	label
loss function	regularized linear regression	100.0	seed	label
loss function	regularized logistic regression	100.0	seed	label
loss function	stochastic gradient algorithm	150.0	seed	wiki_label
loss function	support vector machine	150.0	seed	wiki_label
machine learning	adaboost	100.0	seed	label
machine learning	anomaly detection	150.0	seed	wiki_label
machine learning	bayesian inference	150.0	seed	wiki_label
machine learning	bias problem	100.0	seed	label
machine learning	bias variance trade-off	100.0	seed	label
machine learning	binary classification	150.0	seed	wiki_label
machine learning	boosting algorithm	100.0	seed	label
machine learning	character recognition	100.0	seed	label
machine learning	character segmentation	100.0	seed	label
machine learning	classification accuracy	100.0	seed	label
machine learning	classification approach	100.0	seed	label
machine learning	classification error	100.0	seed	label
machine learning	classification problem	100.0	seed	label
machine learning	clustering algorithm	100.0	seed	label
machine learning	collaborative filtering	150.0	seed	wiki_label
machine learning	computer vision	150.0	seed	wiki_label
machine learning	cross validation	100.0	seed	label
machine learning	cross validation error	100.0	seed	label
machine learning	cross validation sets	100.0	seed	label
machine learning	decision boundaries	150.0	seed	wiki_label
machine learning	decision stamp	100.0	seed	label
machine learning	decision tree	150.0	seed	wiki_label
machine learning	deep features	100.0	seed	label
machine learning	deep learning	150.0	seed	wiki_label
machine learning	deep neural network	100.0	seed	label
machine learning	dimensionality reduction	100.0	seed	label
machine learning	document retrieval	150.0	seed	wiki_label
machine learning	early stopping	150.0	seed	wiki_label
machine learning	false negative	150.0	seed	wiki_label
machine learning	feature engineering	100.0	seed	label
machine learning	feature extraction	150.0	seed	wiki_label
machine learning	feature scaling	100.0	seed	label
machine learning	feature selection	150.0	seed	wiki_label
machine learning	feature space	100.0	seed	label
machine learning	feature vector	150.0	seed	wiki_label
machine learning	features	100.0	seed	label
machine learning	gaussian kernel	100.0	seed	label
machine learning	generalization error	150.0	seed	wiki_label
machine learning	generalized linear models	100.0	seed	label
machine learning	gradient ascent	100.0	seed	label
machine learning	gradient descent	150.0	seed	wiki_label
machine learning	hidden layer	100.0	seed	label
machine learning	hypothesis	100.0	seed	label
machine learning	image classification	100.0	seed	label
machine learning	image retrieval	150.0	seed	wiki_label
machine learning	input data	100.0	seed	label
machine learning	input space	100.0	seed	label
machine learning	k means	100.0	seed	label
machine learning	kernel function	150.0	seed	wiki_label
machine learning	kernel regression	150.0	seed	wiki_label
machine learning	lasso regression	100.0	seed	label
machine learning	latent dirichlet allocation	150.0	seed	wiki_label
machine learning	learning curve	150.0	seed	wiki_label
machine learning	learning rate	100.0	seed	label
machine learning	learning system	100.0	seed	label
machine learning	linear classifier	150.0	seed	wiki_label
machine learning	linear model	150.0	seed	wiki_label
machine learning	linear regression	150.0	seed	wiki_label
machine learning	logistic regression	150.0	seed	wiki_label
machine learning	loss function	150.0	seed	wiki_label
machine learning	machine learning algorithm	100.0	seed	label
machine learning	machine learning application	100.0	seed	label
machine learning	machine learning system	100.0	seed	label
machine learning	mixture model	150.0	seed	wiki_label
machine learning	multi-class classification	150.0	seed	wiki_label
machine learning	nearest neighbor search	150.0	seed	wiki_label
machine learning	neural network	150.0	seed	wiki_label
machine learning	normal equation	100.0	seed	label
machine learning	ocr problem	100.0	seed	label
machine learning	online learning	100.0	seed	label
machine learning	overfitting	100.0	seed	label
machine learning	pedestrian detection	150.0	seed	wiki_label
machine learning	photo ocr	100.0	seed	label
machine learning	polynomial regression	150.0	seed	wiki_label
machine learning	regression problem	100.0	seed	label
machine learning	regularized linear regression	100.0	seed	label
machine learning	regularized logistic regression	100.0	seed	label
machine learning	sentiment analysis	150.0	seed	wiki_label
machine learning	sentiment classifier	100.0	seed	label
machine learning	spam filtering	100.0	seed	label
machine learning	supervised learning	150.0	seed	wiki_label
machine learning	support vector machine	150.0	seed	wiki_label
machine learning	svm optimization	100.0	seed	label
machine learning	svm packages	100.0	seed	label
machine learning	test data	150.0	seed	wiki_label
machine learning	test data set	150.0	seed	wiki_label
machine learning	training data	100.0	seed	label
machine learning	training data set	150.0	seed	wiki_label
machine learning	true negatives	100.0	seed	label
machine learning	true positives	100.0	seed	label
machine learning	underfitting	100.0	seed	label
machine learning	unsupervised learning	150.0	seed	wiki_label
machine learning	validation set	100.0	seed	label
machine learning	variance problem	100.0	seed	label
machine learning	weak classifier	100.0	seed	label
machine learning algorithm	adaboost	100.0	seed	label
machine learning algorithm	anomaly detection	100.0	seed	label
machine learning algorithm	bayesian inference	100.0	seed	label
machine learning algorithm	bias variance trade-off	100.0	seed	label
machine learning algorithm	binary classification	100.0	seed	label
machine learning algorithm	boosting algorithm	100.0	seed	label
machine learning algorithm	classification approach	100.0	seed	label
machine learning algorithm	clustering algorithm	100.0	seed	label
machine learning algorithm	collaborative filtering	100.0	seed	label
machine learning algorithm	decision stamp	100.0	seed	label
machine learning algorithm	decision tree	100.0	seed	label
machine learning algorithm	deep learning	100.0	seed	label
machine learning algorithm	dimensionality reduction	100.0	seed	label
machine learning algorithm	gradient descent	100.0	seed	label
machine learning algorithm	hypothesis	100.0	seed	label
machine learning algorithm	k means	100.0	seed	label
machine learning algorithm	kernel regression	100.0	seed	label
machine learning algorithm	lasso regression	100.0	seed	label
machine learning algorithm	latent dirichlet allocation	100.0	seed	label
machine learning algorithm	linear classifier	100.0	seed	label
machine learning algorithm	linear regression	100.0	seed	label
machine learning algorithm	logistic regression	100.0	seed	label
machine learning algorithm	loss function	100.0	seed	label
machine learning algorithm	mixture model	100.0	seed	label
machine learning algorithm	multi-class classification	100.0	seed	label
machine learning algorithm	nearest neighbor search	100.0	seed	label
machine learning algorithm	neural network	100.0	seed	label
machine learning algorithm	regression model	100.0	seed	label
machine learning algorithm	regularized linear regression	100.0	seed	label
machine learning algorithm	regularized logistic regression	100.0	seed	label
machine learning algorithm	sentiment analysis	100.0	seed	label
machine learning algorithm	sentiment classifier	100.0	seed	label
machine learning algorithm	support vector machine	100.0	seed	label
machine learning application	character recognition	100.0	seed	label
machine learning application	character segmentation	100.0	seed	label
machine learning application	computer vision	100.0	seed	label
machine learning application	face detection	100.0	seed	label
machine learning application	learning system	100.0	seed	label
machine learning application	ocr problem	100.0	seed	label
machine learning application	photo ocr	100.0	seed	label
machine learning application	recommender system	100.0	seed	label
machine learning application	spam filtering	100.0	seed	label
machine learning system	anomaly detection	100.0	seed	label
machine learning system	bias variance trade-off	100.0	seed	label
machine learning system	character recognition	100.0	seed	label
machine learning system	character segmentation	100.0	seed	label
machine learning system	computer vision	100.0	seed	label
machine learning system	face detection	100.0	seed	label
machine learning system	logistic regression	100.0	seed	label
machine learning system	machine learning application	100.0	seed	label
machine learning system	neural network	100.0	seed	label
machine learning system	ocr problem	100.0	seed	label
machine learning system	photo ocr	100.0	seed	label
machine learning system	recommender system	100.0	seed	label
machine learning system	spam filtering	100.0	seed	label
machine learning system	support vector machine	100.0	seed	label
machine learning system	svm optimization	100.0	seed	label
machine learning system	svm packages	100.0	seed	label
massive training set	bias problem	100.0	seed	label
massive training set	neural network	100.0	seed	label
matrix	back prop	100.0	seed	label
matrix	collaborative filtering	100.0	seed	label
matrix	confusion matrix	100.0	seed	label
matrix	conjugate gradient	100.0	seed	label
matrix	coordinate descent	100.0	seed	label
matrix	covariance matrix	100.0	seed	label
matrix	design matrix	100.0	seed	label
matrix	dimensionality reduction	100.0	seed	label
matrix	expectation maximization	100.0	seed	label
matrix	feature space	100.0	seed	label
matrix	forward propagation	100.0	seed	label
matrix	gaussian model	100.0	seed	label
matrix	gradient descent	100.0	seed	label
matrix	identity matrics	100.0	seed	label
matrix	latent dirichlet allocation	100.0	seed	label
matrix	least squares	100.0	seed	label
matrix	logistic regression	100.0	seed	label
matrix	low rank matrix	100.0	seed	label
matrix	matrix addition	100.0	seed	label
matrix	matrix factorization	100.0	seed	label
matrix	matrix multiplication	100.0	seed	label
matrix	matrix transpose	100.0	seed	label
matrix	matrix vector multiplication	100.0	seed	label
matrix	multivariate gaussian model	100.0	seed	label
matrix	neural network	100.0	seed	label
matrix	neural network learning	100.0	seed	label
matrix	normal equation	100.0	seed	label
matrix	optimization algorithms	100.0	seed	label
matrix	parameter estimation	100.0	seed	label
matrix	partial derivative	100.0	seed	label
matrix	pca algorithm	100.0	seed	label
matrix	polynomial regression	100.0	seed	label
matrix	regularization	100.0	seed	label
matrix	regularized linear regression	100.0	seed	label
matrix	square matrix	100.0	seed	label
matrix	square projection error	100.0	seed	label
matrix	standard deviation	100.0	seed	label
matrix	stochastic gradient algorithm	100.0	seed	label
matrix	support vector machine	100.0	seed	label
matrix	svm optimization	100.0	seed	label
matrix	svm packages	100.0	seed	label
matrix	symmetric matrix	100.0	seed	label
matrix factorization	collaborative filtering	100.0	seed	label
matrix factorization	expectation maximization	100.0	seed	label
matrix factorization	neural network	100.0	seed	label
matrix multiplication	gradient descent	150.0	seed	wiki_label
matrix transpose	pca algorithm	100.0	seed	label
matrix vector multiplication	forward propagation	100.0	seed	label
matrix vector multiplication	gradient descent	100.0	seed	label
matrix vector multiplication	matrix multiplication	100.0	seed	label
maximum likelihood	bayesian approach	100.0	seed	label
maximum likelihood	bayesian inference	150.0	seed	wiki_label
maximum likelihood	gibbs sampler	150.0	seed	wiki_label
maximum likelihood	maximum likelihood estimate	100.0	seed	label
maximum likelihood estimate	bayesian approach	100.0	seed	label
maximum likelihood estimate	bayesian inference	100.0	seed	label
maximum likelihood estimate	gibbs sampler	100.0	seed	label
mini-batch gradient descent	mini-batch size	100.0	seed	label
minimization problem	gradient descent	100.0	seed	label
minimization problem	neural network	100.0	seed	label
minimization problem	regularization	100.0	seed	label
minimization problem	support vector machine	100.0	seed	label
misclassification error	overfitting	100.0	seed	label
misclassification error	regularization	100.0	seed	label
misclassification error	underfitting	100.0	seed	label
model complexity	bias variance trade-off	100.0	seed	label
model complexity	model selection	100.0	seed	label
model parameters	bayesian inference	100.0	seed	label
model parameters	estimated parameters	100.0	seed	label
model parameters	gaussian model	100.0	seed	label
model parameters	gradient descent	100.0	seed	label
model parameters	loss function	100.0	seed	label
model parameters	mixture model	100.0	seed	label
model parameters	model complexity	100.0	seed	label
model parameters	model selection	100.0	seed	label
model parameters	overfitting	100.0	seed	label
model parameters	regression coefficients	100.0	seed	label
model parameters	regularization	100.0	seed	label
model parameters	tuning parameter	100.0	seed	label
model selection	bias problem	100.0	seed	label
model selection	bias variance trade-off	100.0	seed	label
multi-class classification	back prop	100.0	seed	label
multi-class classification	neural network	150.0	seed	wiki_label
multi-class classification	neural network learning	100.0	seed	label
multivariate gaussian distribution	multivariate gaussian model	100.0	seed	label
nearest neighbor search	k nearest neighbors	100.0	seed	label
nearest neighbors	k nearest neighbors	100.0	seed	label
nearest neighbors	nearest neighbor search	100.0	seed	label
negative example	adaboost	100.0	seed	label
negative example	anomaly detection	100.0	seed	label
negative example	binary classification	100.0	seed	label
negative example	classification accuracy	100.0	seed	label
negative example	classification error	100.0	seed	label
negative example	cross validation	100.0	seed	label
negative example	decision tree	100.0	seed	label
negative example	error analysis	100.0	seed	label
negative example	false negative	100.0	seed	label
negative example	false positives	100.0	seed	label
negative example	large margin classifier	100.0	seed	label
negative example	linear classifier	100.0	seed	label
negative example	logistic regression	100.0	seed	label
negative example	multi-class classification	100.0	seed	label
negative example	neural network	100.0	seed	label
negative example	precision	100.0	seed	label
negative example	recall	100.0	seed	label
negative example	regularized linear regression	100.0	seed	label
negative example	regularized logistic regression	100.0	seed	label
negative example	supervised learning	100.0	seed	label
negative example	support vector machine	100.0	seed	label
negative example	training error	100.0	seed	label
neural network	activation function	150.0	seed	wiki_label
neural network	activation values	100.0	seed	label
neural network	back prop	100.0	seed	label
neural network	bias unit	100.0	seed	label
neural network	deep learning	150.0	seed	wiki_label
neural network	deep neural network	100.0	seed	label
neural network	error cost function	100.0	seed	label
neural network	forward propagation	100.0	seed	label
neural network	hidden layer	100.0	seed	label
neural network	hidden unit	100.0	seed	label
neural network	input layer	100.0	seed	label
neural network	input units	100.0	seed	label
neural network	neural network learning	100.0	seed	label
neural network	output layer	100.0	seed	label
neural network	output unit	100.0	seed	label
non-anomalous examples	anomaly detection	100.0	seed	label
nonlinear hypotheses	forward propagation	100.0	seed	label
nonlinear hypotheses	neural network	100.0	seed	label
ocr problem	character recognition	100.0	seed	label
ocr problem	photo ocr	100.0	seed	label
optimal solution	conjugate gradient	100.0	seed	label
optimal solution	coordinate descent	100.0	seed	label
optimal solution	gradient ascent	100.0	seed	label
optimal solution	gradient descent	100.0	seed	label
optimal solution	lasso regression	100.0	seed	label
optimal solution	minimization problem	100.0	seed	label
optimal solution	neural network	100.0	seed	label
optimal solution	normal equation	100.0	seed	label
optimal solution	regularization	100.0	seed	label
optimal solution	stochastic gradient algorithm	100.0	seed	label
optimal solution	support vector machine	100.0	seed	label
optimization algorithms	back prop	100.0	seed	label
optimization algorithms	batch gradient descent	100.0	seed	label
optimization algorithms	conjugate gradient	100.0	seed	label
optimization algorithms	coordinate descent	100.0	seed	label
optimization algorithms	forward propagation	100.0	seed	label
optimization algorithms	gradient checking	100.0	seed	label
optimization algorithms	gradient descent	100.0	seed	label
optimization algorithms	kernel regression	100.0	seed	label
optimization algorithms	lasso regression	100.0	seed	label
optimization algorithms	latent dirichlet allocation	100.0	seed	label
optimization algorithms	learning rate	100.0	seed	label
optimization algorithms	linear regression	100.0	seed	label
optimization algorithms	logistic regression	100.0	seed	label
optimization algorithms	machine learning algorithm	100.0	seed	label
optimization algorithms	maximum likelihood	100.0	seed	label
optimization algorithms	neural network	100.0	seed	label
optimization algorithms	neural network learning	100.0	seed	label
