source	target	weight	kind	origin
optimization algorithms	optimal solution	100.0	seed	label
optimization algorithms	polynomial regression	100.0	seed	label
optimization algorithms	regularized linear regression	100.0	seed	label
optimization algorithms	regularized logistic regression	100.0	seed	label
optimization algorithms	stochastic gradient algorithm	100.0	seed	label
optimization algorithms	support vector machine	100.0	seed	label
optimization objective	batch gradient descent	100.0	seed	label
optimization objective	conjugate gradient	100.0	seed	label
optimization objective	coordinate descent	100.0	seed	label
optimization objective	gradient descent	100.0	seed	label
optimization objective	k means	100.0	seed	label
optimization objective	learning curve	100.0	seed	label
optimization objective	loss function	100.0	seed	label
optimization objective	neural network	100.0	seed	label
optimization objective	normal equation	100.0	seed	label
optimization objective	optimal solution	100.0	seed	label
optimization objective	polynomial regression	100.0	seed	label
optimization objective	regularization	100.0	seed	label
optimization objective	regularized linear regression	100.0	seed	label
optimization objective	stochastic gradient algorithm	100.0	seed	label
optimization objective	support vector machine	100.0	seed	label
optimization objective	tuning parameter	100.0	seed	label
optimization problem	coordinate descent	150.0	seed	wiki_label
optimization problem	gradient descent	150.0	seed	wiki_label
optimization problem	kernel regression	150.0	seed	wiki_label
optimization problem	lasso regression	100.0	seed	label
optimization problem	linear regression	150.0	seed	wiki_label
optimization problem	logistic regression	150.0	seed	wiki_label
optimization problem	loss function	150.0	seed	wiki_label
optimization problem	machine learning algorithm	100.0	seed	label
optimization problem	minimization problem	100.0	seed	label
optimization problem	neural network	150.0	seed	wiki_label
optimization problem	optimal solution	100.0	seed	label
optimization problem	optimization algorithms	100.0	seed	label
optimization problem	optimization objective	100.0	seed	label
optimization problem	regularization	100.0	seed	label
optimization problem	regularized linear regression	100.0	seed	label
optimization problem	support vector machine	150.0	seed	wiki_label
optimization problem	svm optimization	100.0	seed	label
output label	false negative	100.0	seed	label
output label	false positives	100.0	seed	label
output label	forward propagation	100.0	seed	label
output layer	back prop	100.0	seed	label
output layer	error cost function	100.0	seed	label
output layer	forward propagation	100.0	seed	label
output unit	back prop	100.0	seed	label
output unit	error cost function	100.0	seed	label
output unit	forward propagation	100.0	seed	label
output unit	output layer	100.0	seed	label
overfitting	bias variance trade-off	100.0	seed	label
overfitting	cross validation	100.0	seed	label
overfitting	cross validation error	100.0	seed	label
overfitting	early stopping	100.0	seed	label
overfitting	model selection	100.0	seed	label
overfitting	regularization	100.0	seed	label
overfitting	validation error	100.0	seed	label
parameter estimation	maximum likelihood	100.0	seed	label
parameter estimation	maximum likelihood estimate	100.0	seed	label
parameter estimation	multivariate gaussian model	100.0	seed	label
parameter vector	back prop	100.0	seed	label
parameter vector	bias unit	100.0	seed	label
parameter vector	conjugate gradient	100.0	seed	label
parameter vector	feature scaling	100.0	seed	label
parameter vector	feature space	100.0	seed	label
parameter vector	forward propagation	100.0	seed	label
parameter vector	generalization error	100.0	seed	label
parameter vector	gradient descent	100.0	seed	label
parameter vector	hidden unit	100.0	seed	label
parameter vector	logistic regression	100.0	seed	label
parameter vector	loss function	100.0	seed	label
parameter vector	maximum likelihood	100.0	seed	label
parameter vector	maximum likelihood estimate	100.0	seed	label
parameter vector	model selection	100.0	seed	label
parameter vector	neural network	100.0	seed	label
parameter vector	normal equation	100.0	seed	label
parameter vector	optimal solution	100.0	seed	label
parameter vector	optimization algorithms	100.0	seed	label
parameter vector	optimization objective	100.0	seed	label
parameter vector	output layer	100.0	seed	label
parameter vector	output unit	100.0	seed	label
parameter vector	polynomial regression	100.0	seed	label
parameter vector	regularization	100.0	seed	label
parameter vector	regularized linear regression	100.0	seed	label
parameter vector	regularized logistic regression	100.0	seed	label
parameter vector	svm optimization	100.0	seed	label
parameter vector	svm packages	100.0	seed	label
partial derivative	back prop	100.0	seed	label
partial derivative	batch gradient descent	100.0	seed	label
partial derivative	conjugate gradient	100.0	seed	label
partial derivative	deep learning	150.0	seed	wiki_label
partial derivative	forward propagation	100.0	seed	label
partial derivative	gradient ascent	100.0	seed	label
partial derivative	gradient descent	150.0	seed	wiki_label
partial derivative	l1 penalty	100.0	seed	label
partial derivative	neural network	150.0	seed	wiki_label
partial derivative	neural network learning	100.0	seed	label
partial derivative	normal equation	100.0	seed	label
partial derivative	optimization algorithms	100.0	seed	label
partial derivative	optimization objective	100.0	seed	label
partial derivative	optimization problem	150.0	seed	wiki_label
partial derivative	regularized linear regression	100.0	seed	label
partial derivative	regularized logistic regression	100.0	seed	label
partial derivative	stochastic gradient algorithm	150.0	seed	wiki_label
polynomial features	feature space	100.0	seed	label
polynomial features	polynomial regression	100.0	seed	label
polynomial terms	high order polynomial	100.0	seed	label
polynomial terms	polynomial features	100.0	seed	label
polynomial terms	polynomial regression	100.0	seed	label
polynomial terms	regularization	100.0	seed	label
polynomial terms	regularized linear regression	100.0	seed	label
polynomial terms	regularized logistic regression	100.0	seed	label
polynomial terms	squared error	100.0	seed	label
polynomial terms	support vector machine	100.0	seed	label
positive class	binary classification	100.0	seed	label
positive class	classification approach	100.0	seed	label
positive class	classification error	100.0	seed	label
positive class	confusion matrix	100.0	seed	label
positive class	false negative	100.0	seed	label
positive class	false positives	100.0	seed	label
positive class	image classification	100.0	seed	label
positive class	linear classifier	100.0	seed	label
positive class	logistic regression	100.0	seed	label
positive class	multi-class classification	100.0	seed	label
positive class	neural network	100.0	seed	label
positive class	precision	100.0	seed	label
positive class	precision recall curve	100.0	seed	label
positive class	recall	100.0	seed	label
positive class	support vector machine	100.0	seed	label
positive class	svm optimization	100.0	seed	label
positive class	true negatives	100.0	seed	label
positive class	true positives	100.0	seed	label
positive data	adaboost	100.0	seed	label
positive data	anomaly detection	100.0	seed	label
positive data	binary classification	100.0	seed	label
positive data	classification accuracy	100.0	seed	label
positive data	classification approach	100.0	seed	label
positive data	classification error	100.0	seed	label
positive data	cross validation	100.0	seed	label
positive data	decision tree	100.0	seed	label
positive data	error analysis	100.0	seed	label
positive data	false negative	100.0	seed	label
positive data	false positives	100.0	seed	label
positive data	large margin classifier	100.0	seed	label
positive data	linear classifier	100.0	seed	label
positive data	logistic regression	100.0	seed	label
positive data	multi-class classification	100.0	seed	label
positive data	neural network	100.0	seed	label
positive data	positive class	100.0	seed	label
positive data	positive training example	100.0	seed	label
positive data	precision	100.0	seed	label
positive data	precision recall curve	100.0	seed	label
positive data	recall	100.0	seed	label
positive data	regularized logistic regression	100.0	seed	label
positive data	support vector	100.0	seed	label
positive data	support vector machine	100.0	seed	label
positive data	true positives	100.0	seed	label
positive predictions	false negative	100.0	seed	label
positive predictions	false positives	100.0	seed	label
positive predictions	linear classifier	100.0	seed	label
positive predictions	precision	100.0	seed	label
positive predictions	recall	100.0	seed	label
positive training example	anomaly detection	100.0	seed	label
positive training example	binary classification	100.0	seed	label
positive training example	cross validation	100.0	seed	label
positive training example	linear classifier	100.0	seed	label
positive training example	logistic regression	100.0	seed	label
precision	confusion matrix	100.0	seed	label
precision	f1 score	100.0	seed	label
precision	learning curve	100.0	seed	label
precision	neural network	100.0	seed	label
precision	precision recall curve	100.0	seed	label
predicted class	binary classification	100.0	seed	label
predicted class	classification accuracy	100.0	seed	label
predicted class	classification error	100.0	seed	label
predicted class	false negative	100.0	seed	label
predicted class	false positives	100.0	seed	label
predicted class	negative example	100.0	seed	label
predicted class	precision	100.0	seed	label
predicted class	recall	100.0	seed	label
predicted class	true positives	100.0	seed	label
predicted value	binary classification	100.0	seed	label
predicted value	classification accuracy	100.0	seed	label
predicted value	classification error	100.0	seed	label
predicted value	collaborative filtering	100.0	seed	label
predicted value	cross validation	100.0	seed	label
predicted value	false negative	100.0	seed	label
predicted value	false positives	100.0	seed	label
predicted value	gradient ascent	100.0	seed	label
predicted value	linear regression	100.0	seed	label
predicted value	logistic regression	100.0	seed	label
predicted value	precision	100.0	seed	label
predicted value	recall	100.0	seed	label
predicted value	regression model	100.0	seed	label
prediction error	bias variance trade-off	100.0	seed	label
prediction error	cross validation	100.0	seed	label
prediction error	cross validation error	100.0	seed	label
prediction error	generalization error	100.0	seed	label
prediction error	test error	100.0	seed	label
prediction error	training error	100.0	seed	label
prediction error	validation error	100.0	seed	label
principle components	pca algorithm	100.0	seed	label
prior probability	gibbs sampler	150.0	seed	wiki_label
prior probability	latent dirichlet allocation	150.0	seed	wiki_label
prior probability	mixture model	150.0	seed	wiki_label
probabilistic model	bayesian inference	100.0	seed	label
probabilistic model	gaussian model	100.0	seed	label
probabilistic model	gibbs sampler	100.0	seed	label
probabilistic model	latent dirichlet allocation	100.0	seed	label
probabilistic model	maximum likelihood	100.0	seed	label
probabilistic model	maximum likelihood estimate	100.0	seed	label
probabilistic model	mixture model	100.0	seed	label
probability density	covariance matrix	150.0	seed	wiki_label
probability density	gaussian density	150.0	seed	wiki_label
probability density	gaussian model	100.0	seed	label
probability density	maximum likelihood	150.0	seed	wiki_label
probability density	maximum likelihood estimate	100.0	seed	label
probability density	multivariate gaussian distribution	100.0	seed	label
probability density	multivariate gaussian model	100.0	seed	label
random numbers	gaussian random variable	100.0	seed	label
random numbers	random variable	150.0	seed	wiki_label
random numbers	standard deviation	150.0	seed	wiki_label
random variable	covariance matrix	150.0	seed	wiki_label
random variable	gaussian random variable	100.0	seed	label
random variable	maximum likelihood	150.0	seed	wiki_label
random variable	maximum likelihood estimate	100.0	seed	label
random variable	mixture model	150.0	seed	wiki_label
random variable	prior probability	150.0	seed	wiki_label
random variable	probabilistic model	100.0	seed	label
random variable	probability density	150.0	seed	wiki_label
random variable	standard deviation	150.0	seed	wiki_label
recall	bias variance trade-off	100.0	seed	label
recall	confusion matrix	100.0	seed	label
recall	f1 score	100.0	seed	label
recall	learning curve	100.0	seed	label
recall	neural network	100.0	seed	label
recall	precision recall curve	100.0	seed	label
recommender system	collaborative filtering	150.0	seed	wiki_label
regression coefficients	lasso regression	100.0	seed	label
regression coefficients	linear regression	100.0	seed	label
regression function	lasso regression	100.0	seed	label
regression function	linear regression	100.0	seed	label
regression function	polynomial regression	100.0	seed	label
regression function	regression model	100.0	seed	label
regression model	kernel regression	100.0	seed	label
regression model	lasso regression	100.0	seed	label
regression model	linear regression	100.0	seed	label
regression model	normal equation	100.0	seed	label
regression model	polynomial regression	100.0	seed	label
regression model	regression coefficients	100.0	seed	label
regression model	regularized linear regression	100.0	seed	label
regression problem	linear regression	100.0	seed	label
regression problem	normal equation	100.0	seed	label
regression problem	polynomial regression	100.0	seed	label
regularization	early stopping	100.0	seed	label
regularization	l1 penalty	100.0	seed	label
regularization	neural network	100.0	seed	label
regularization	regularized linear regression	100.0	seed	label
regularization	regularized logistic regression	100.0	seed	label
sentiment analysis	sentiment classifier	100.0	seed	label
sigmoid function	activation function	150.0	seed	wiki_label
sigmoid function	forward propagation	100.0	seed	label
sigmoid function	hidden layer	100.0	seed	label
sigmoid function	logistic regression	150.0	seed	wiki_label
sigmoid function	neural network	150.0	seed	wiki_label
sigmoid function	regularized logistic regression	100.0	seed	label
square distances	square projection error	100.0	seed	label
square matrix	covariance matrix	100.0	seed	label
square matrix	matrix transpose	100.0	seed	label
square matrix	square distances	100.0	seed	label
square matrix	square projection error	100.0	seed	label
square projection error	pca algorithm	100.0	seed	label
square projection error	principle components	100.0	seed	label
squared error	back prop	100.0	seed	label
squared error	batch gradient descent	100.0	seed	label
squared error	standard least squares	100.0	seed	label
standard deviation	covariance matrix	150.0	seed	wiki_label
standard deviation	gaussian density	150.0	seed	wiki_label
standard deviation	probabilistic model	100.0	seed	label
stochastic gradient algorithm	neural network	150.0	seed	wiki_label
supervised learning	anomaly detection	150.0	seed	wiki_label
supervised learning	bias problem	100.0	seed	label
supervised learning	classification accuracy	100.0	seed	label
supervised learning	classification approach	100.0	seed	label
supervised learning	classification problem	100.0	seed	label
supervised learning	cross validation	100.0	seed	label
supervised learning	cross validation sets	100.0	seed	label
supervised learning	decision boundaries	150.0	seed	wiki_label
supervised learning	feature vector	150.0	seed	wiki_label
supervised learning	gradient descent	150.0	seed	wiki_label
supervised learning	linear regression	150.0	seed	wiki_label
supervised learning	logistic regression	150.0	seed	wiki_label
supervised learning	massive training set	100.0	seed	label
supervised learning	neural network	150.0	seed	wiki_label
supervised learning	overfitting	100.0	seed	label
supervised learning	pedestrian detection	150.0	seed	wiki_label
supervised learning	regression model	100.0	seed	label
supervised learning	regression problem	100.0	seed	label
supervised learning	regularization	100.0	seed	label
supervised learning	support vector machine	150.0	seed	wiki_label
supervised learning	variance problem	100.0	seed	label
support vector	gaussian kernel	100.0	seed	label
support vector	linear kernel	100.0	seed	label
support vector	polynomial kernel	100.0	seed	label
support vector	string kernel	100.0	seed	label
support vector	support vector machine	100.0	seed	label
support vector	svm optimization	100.0	seed	label
support vector	svm packages	100.0	seed	label
support vector machine	gaussian kernel	100.0	seed	label
support vector machine	kernel function	150.0	seed	wiki_label
support vector machine	linear kernel	100.0	seed	label
support vector machine	polynomial kernel	100.0	seed	label
support vector machine	string kernel	100.0	seed	label
support vector machine	svm optimization	100.0	seed	label
support vector machine	svm packages	100.0	seed	label
svm packages	polynomial kernel	100.0	seed	label
symmetric matrix	collaborative filtering	150.0	seed	wiki_label
symmetric matrix	covariance matrix	150.0	seed	wiki_label
symmetric matrix	gaussian density	150.0	seed	wiki_label
symmetric matrix	gaussian model	100.0	seed	label
symmetric matrix	multivariate gaussian model	100.0	seed	label
test data	bias variance trade-off	100.0	seed	label
test data	character recognition	100.0	seed	label
test data	character segmentation	100.0	seed	label
test data	classification accuracy	100.0	seed	label
test data	cross validation	100.0	seed	label
test data	cross validation error	100.0	seed	label
test data	cross validation sets	100.0	seed	label
test data	decision tree	150.0	seed	wiki_label
test data	evaluation metrics	100.0	seed	label
test data	f1 score	150.0	seed	wiki_label
test data	false negative	150.0	seed	wiki_label
test data	false positives	150.0	seed	wiki_label
test data	feature selection	150.0	seed	wiki_label
test data	generalization error	150.0	seed	wiki_label
test data	linear regression	150.0	seed	wiki_label
test data	logistic regression	150.0	seed	wiki_label
test data	model selection	150.0	seed	wiki_label
test data	neural network	150.0	seed	wiki_label
test data	online learning	100.0	seed	label
test data	overfitting	100.0	seed	label
test data	polynomial regression	150.0	seed	wiki_label
test data	precision	100.0	seed	label
test data	precision recall curve	100.0	seed	label
test data	predicted value	100.0	seed	label
test data	prediction error	100.0	seed	label
test data	recall	100.0	seed	label
test data	regularized logistic regression	100.0	seed	label
test data	sentiment analysis	150.0	seed	wiki_label
test data	sentiment classifier	100.0	seed	label
test data	supervised learning	150.0	seed	wiki_label
test data	support vector machine	150.0	seed	wiki_label
test data	test data set	150.0	seed	wiki_label
test data	test error	100.0	seed	label
test data	true negatives	100.0	seed	label
test data	true positives	100.0	seed	label
test data	underfitting	100.0	seed	label
test data	validation error	100.0	seed	label
test data	validation set	100.0	seed	label
test data set	bias problem	100.0	seed	label
test data set	bias variance trade-off	100.0	seed	label
test data set	binary classification	150.0	seed	wiki_label
test data set	character recognition	100.0	seed	label
test data set	character segmentation	100.0	seed	label
test data set	classification accuracy	100.0	seed	label
test data set	collaborative filtering	150.0	seed	wiki_label
test data set	cross validation	100.0	seed	label
test data set	cross validation error	100.0	seed	label
test data set	cross validation sets	100.0	seed	label
test data set	error analysis	150.0	seed	wiki_label
test data set	evaluation metrics	100.0	seed	label
test data set	f1 score	150.0	seed	wiki_label
test data set	false negative	150.0	seed	wiki_label
test data set	false positives	150.0	seed	wiki_label
test data set	feature selection	150.0	seed	wiki_label
test data set	generalization error	150.0	seed	wiki_label
test data set	k means	100.0	seed	label
test data set	learning curve	150.0	seed	wiki_label
test data set	linear regression	150.0	seed	wiki_label
test data set	logistic regression	150.0	seed	wiki_label
test data set	model selection	150.0	seed	wiki_label
test data set	neural network	150.0	seed	wiki_label
test data set	online learning	100.0	seed	label
test data set	overfitting	100.0	seed	label
test data set	pedestrian detection	150.0	seed	wiki_label
test data set	polynomial regression	150.0	seed	wiki_label
test data set	precision	100.0	seed	label
test data set	predicted class	100.0	seed	label
test data set	predicted value	100.0	seed	label
test data set	prediction error	100.0	seed	label
test data set	recall	100.0	seed	label
test data set	regularized linear regression	100.0	seed	label
test data set	sentiment analysis	150.0	seed	wiki_label
test data set	supervised learning	150.0	seed	wiki_label
test data set	support vector machine	150.0	seed	wiki_label
test data set	test error	100.0	seed	label
test data set	true negatives	100.0	seed	label
test data set	true positives	100.0	seed	label
test data set	underfitting	100.0	seed	label
test data set	validation error	100.0	seed	label
test data set	validation set	100.0	seed	label
test data set	variance problem	100.0	seed	label
test error	bias problem	100.0	seed	label
test error	bias variance trade-off	100.0	seed	label
test error	cross validation	100.0	seed	label
test error	cross validation error	100.0	seed	label
test error	generalization error	100.0	seed	label
test error	learning curve	100.0	seed	label
test error	model selection	100.0	seed	label
test error	overfitting	100.0	seed	label
test error	underfitting	100.0	seed	label
test error	validation error	100.0	seed	label
test error	variance problem	100.0	seed	label
training data	adaboost	100.0	seed	label
training data	anomalous example	100.0	seed	label
training data	anomaly detection	100.0	seed	label
training data	back prop	100.0	seed	label
training data	bias problem	100.0	seed	label
training data	bias variance trade-off	100.0	seed	label
training data	binary classification	100.0	seed	label
training data	boosting algorithm	100.0	seed	label
training data	character recognition	100.0	seed	label
training data	character segmentation	100.0	seed	label
training data	collaborative filtering	100.0	seed	label
training data	cross validation	100.0	seed	label
training data	cross validation error	100.0	seed	label
training data	cross validation sets	100.0	seed	label
training data	decision tree	100.0	seed	label
training data	deep learning	100.0	seed	label
training data	deep neural network	100.0	seed	label
training data	design matrix	100.0	seed	label
training data	error analysis	100.0	seed	label
training data	f1 score	100.0	seed	label
training data	feature scaling	100.0	seed	label
training data	feature selection	100.0	seed	label
training data	forward propagation	100.0	seed	label
training data	generalization error	100.0	seed	label
training data	input layer	100.0	seed	label
training data	input space	100.0	seed	label
training data	input units	100.0	seed	label
training data	large margin classifier	100.0	seed	label
training data	lasso regression	100.0	seed	label
training data	learning curve	100.0	seed	label
training data	linear regression	100.0	seed	label
training data	logistic regression	100.0	seed	label
training data	massive training set	100.0	seed	label
training data	mini-batch gradient descent	100.0	seed	label
training data	model selection	100.0	seed	label
training data	multi-class classification	100.0	seed	label
training data	neural network	100.0	seed	label
training data	neural network learning	100.0	seed	label
training data	non-anomalous examples	100.0	seed	label
training data	normal equation	100.0	seed	label
training data	online learning	100.0	seed	label
training data	overfitting	100.0	seed	label
training data	pedestrian detection	100.0	seed	label
training data	polynomial regression	100.0	seed	label
training data	positive training example	100.0	seed	label
training data	regression model	100.0	seed	label
training data	regression problem	100.0	seed	label
training data	regularized linear regression	100.0	seed	label
training data	regularized logistic regression	100.0	seed	label
training data	sentiment analysis	100.0	seed	label
training data	sentiment classifier	100.0	seed	label
training data	supervised learning	100.0	seed	label
training data	support vector machine	100.0	seed	label
training data	training data set	100.0	seed	label
training data	training error	100.0	seed	label
training data	true negatives	100.0	seed	label
training data	true positives	100.0	seed	label
training data	underfitting	100.0	seed	label
training data	validation error	100.0	seed	label
training data	validation set	100.0	seed	label
training data	variance problem	100.0	seed	label
training data set	anomalous example	100.0	seed	label
training data set	anomaly detection	150.0	seed	wiki_label
training data set	back prop	100.0	seed	label
training data set	bias problem	100.0	seed	label
training data set	bias variance trade-off	100.0	seed	label
training data set	binary classification	150.0	seed	wiki_label
training data set	character recognition	100.0	seed	label
training data set	character segmentation	100.0	seed	label
training data set	collaborative filtering	150.0	seed	wiki_label
training data set	cross validation	100.0	seed	label
training data set	cross validation error	100.0	seed	label
training data set	cross validation sets	100.0	seed	label
training data set	deep learning	150.0	seed	wiki_label
training data set	design matrix	150.0	seed	wiki_label
training data set	error analysis	150.0	seed	wiki_label
training data set	f1 score	150.0	seed	wiki_label
training data set	feature scaling	100.0	seed	label
training data set	forward propagation	100.0	seed	label
training data set	generalization error	150.0	seed	wiki_label
training data set	input layer	100.0	seed	label
training data set	input space	100.0	seed	label
training data set	input units	100.0	seed	label
training data set	kernel regression	150.0	seed	wiki_label
training data set	learning curve	150.0	seed	wiki_label
training data set	linear regression	150.0	seed	wiki_label
training data set	logistic regression	150.0	seed	wiki_label
training data set	massive training set	100.0	seed	label
training data set	mini-batch gradient descent	100.0	seed	label
training data set	model selection	150.0	seed	wiki_label
training data set	multi-class classification	150.0	seed	wiki_label
training data set	neural network	150.0	seed	wiki_label
training data set	neural network learning	100.0	seed	label
training data set	normal equation	100.0	seed	label
training data set	online learning	100.0	seed	label
training data set	overfitting	100.0	seed	label
training data set	pedestrian detection	150.0	seed	wiki_label
training data set	polynomial regression	150.0	seed	wiki_label
training data set	positive training example	100.0	seed	label
training data set	regression model	100.0	seed	label
training data set	regression problem	100.0	seed	label
training data set	regularized linear regression	100.0	seed	label
training data set	regularized logistic regression	100.0	seed	label
training data set	sentiment analysis	150.0	seed	wiki_label
training data set	supervised learning	150.0	seed	wiki_label
training data set	support vector machine	150.0	seed	wiki_label
training data set	training error	100.0	seed	label
training data set	true negatives	100.0	seed	label
training data set	true positives	100.0	seed	label
training data set	underfitting	100.0	seed	label
training data set	validation error	100.0	seed	label
training data set	validation set	100.0	seed	label
training data set	variance problem	100.0	seed	label
training error	adaboost	100.0	seed	label
training error	bias problem	100.0	seed	label
training error	bias variance trade-off	100.0	seed	label
training error	cross validation	100.0	seed	label
training error	cross validation error	100.0	seed	label
training error	early stopping	100.0	seed	label
training error	generalization error	100.0	seed	label
training error	learning curve	100.0	seed	label
training error	model selection	100.0	seed	label
training error	overfitting	100.0	seed	label
training error	underfitting	100.0	seed	label
training error	validation error	100.0	seed	label
training error	variance problem	100.0	seed	label
true negatives	confusion matrix	100.0	seed	label
true positives	confusion matrix	100.0	seed	label
tuning parameter	bias variance trade-off	100.0	seed	label
tuning parameter	cross validation	100.0	seed	label
tuning parameter	model selection	100.0	seed	label
underfitting	bias variance trade-off	100.0	seed	label
underfitting	cross validation	100.0	seed	label
underfitting	cross validation error	100.0	seed	label
underfitting	model selection	100.0	seed	label
underfitting	regularization	100.0	seed	label
underfitting	validation error	100.0	seed	label
unsupervised learning	anomaly detection	150.0	seed	wiki_label
unsupervised learning	cluster	100.0	seed	label
unsupervised learning	clustering algorithm	100.0	seed	label
unsupervised learning	dimensionality reduction	100.0	seed	label
unsupervised learning	expectation maximization	100.0	seed	label
unsupervised learning	k means	100.0	seed	label
unsupervised learning	nearest neighbor search	150.0	seed	wiki_label
validation error	cross validation error	100.0	seed	label
validation error	early stopping	100.0	seed	label
validation error	model selection	100.0	seed	label
validation set	bias variance trade-off	100.0	seed	label
validation set	cross validation	100.0	seed	label
validation set	cross validation error	100.0	seed	label
validation set	cross validation sets	100.0	seed	label
validation set	model selection	100.0	seed	label
validation set	validation error	100.0	seed	label
variance problem	cross validation	100.0	seed	label
variance problem	cross validation error	100.0	seed	label
variance problem	model selection	100.0	seed	label
variance problem	regularization	100.0	seed	label
vector multiplication	forward propagation	100.0	seed	label
vector multiplication	inner product	100.0	seed	label
vector multiplication	matrix multiplication	100.0	seed	label
vector multiplication	matrix vector multiplication	100.0	seed	label
weak classifier	adaboost	100.0	seed	label
weak classifier	boosting algorithm	100.0	seed	label
